Model,Seed,Epoch,Train_Loss,Test_Loss,Train_Acc,Test_Acc,F1,AUROC,Epoch_time
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,28,0.3108,0.5041,0.8647,0.7612,0.7301,0.8716,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,29,0.3091,0.4783,0.866,0.7766,0.7749,0.8673,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,30,0.3119,0.5066,0.863,0.7655,0.7439,0.8695,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,1,0.5859,0.6186,0.6742,0.6545,0.7293,0.57,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,2,0.4956,0.5331,0.762,0.7333,0.7239,0.8214,43.31
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,3,0.4288,0.5501,0.8013,0.7284,0.7163,0.8237,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,4,0.4156,0.5525,0.8033,0.738,0.7274,0.8308,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,5,0.4004,0.545,0.8138,0.7488,0.7408,0.841,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,6,0.3927,0.5321,0.8171,0.7573,0.7508,0.8432,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,7,0.3836,0.5016,0.8223,0.7624,0.7665,0.8493,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,8,0.3827,0.4718,0.8194,0.7736,0.7869,0.8635,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,9,0.3765,0.4842,0.8248,0.7697,0.7658,0.8633,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,10,0.3691,0.5017,0.8302,0.7655,0.7441,0.8678,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,11,0.3652,0.4766,0.8337,0.7744,0.7658,0.8678,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,12,0.3509,0.6019,0.8413,0.73,0.6756,0.8581,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,13,0.3432,0.5445,0.8458,0.7604,0.7438,0.8501,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,14,0.3372,0.5958,0.8495,0.7379,0.754,0.8096,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,15,0.3362,0.5558,0.8481,0.7561,0.7363,0.8504,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,16,0.3311,0.5897,0.8539,0.7453,0.7353,0.8299,43.35
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,17,0.3289,0.5462,0.8558,0.7526,0.7377,0.8425,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,18,0.3226,0.6734,0.8588,0.7388,0.71,0.8329,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,19,0.3222,0.5863,0.8572,0.7419,0.7195,0.8285,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,20,0.3192,0.6242,0.8593,0.736,0.6981,0.8354,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,21,0.3161,0.6072,0.8623,0.745,0.7161,0.8374,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,22,0.3109,0.6207,0.8648,0.7576,0.7408,0.8408,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,23,0.3127,0.7615,0.8638,0.7036,0.6624,0.7997,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,24,0.3113,0.6093,0.8642,0.7553,0.7433,0.8314,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,25,0.3083,0.5993,0.8663,0.7594,0.7358,0.8453,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,26,0.3058,0.6149,0.8681,0.7625,0.7651,0.8316,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,27,0.3037,0.6818,0.8666,0.7359,0.7165,0.8145,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,28,0.3001,0.6969,0.8706,0.7268,0.695,0.815,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,29,0.3003,0.6292,0.872,0.7475,0.7283,0.8275,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,15,30,0.3021,0.6113,0.8694,0.7439,0.7336,0.8176,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,1,0.5743,0.5644,0.72,0.7085,0.7376,0.7897,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,2,0.476,0.5554,0.7734,0.7137,0.709,0.8048,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,3,0.451,0.5269,0.7813,0.7334,0.7442,0.8116,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,4,0.4325,0.5541,0.7929,0.7224,0.7362,0.8017,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,5,0.4291,0.5286,0.7922,0.7338,0.7639,0.8085,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,6,0.4228,0.496,0.7952,0.7698,0.7861,0.8345,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,7,0.4166,0.5795,0.7968,0.7208,0.7058,0.8153,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,8,0.4144,0.5637,0.7998,0.7296,0.7346,0.8127,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,9,0.4081,0.5443,0.8047,0.7389,0.7583,0.8103,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,10,0.404,0.6728,0.8046,0.7162,0.7004,0.8026,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,11,0.3993,0.5739,0.8097,0.734,0.7424,0.8176,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,12,0.3988,0.5898,0.8076,0.7387,0.7442,0.8141,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,13,0.3962,0.6037,0.8067,0.736,0.7351,0.8126,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,14,0.3925,0.5943,0.8102,0.7379,0.7412,0.8175,43.33
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,15,0.3885,0.5921,0.8121,0.727,0.7335,0.7999,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,16,0.3846,0.6037,0.8162,0.7363,0.7353,0.8115,43.34
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,17,0.3869,0.5726,0.8127,0.7449,0.7466,0.8231,43.35
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,18,0.3817,0.6172,0.8185,0.7326,0.7279,0.8128,43.31
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,19,0.3811,0.6519,0.8187,0.7259,0.7168,0.8052,43.31
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,20,0.3809,0.6265,0.819,0.7218,0.7137,0.8057,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,21,0.3738,0.6816,0.8227,0.7263,0.7033,0.8189,43.31
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,22,0.3706,0.6205,0.8263,0.7344,0.7176,0.8161,43.31
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,23,0.3712,0.6441,0.8257,0.7148,0.7002,0.8033,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,24,0.3723,0.6308,0.8254,0.7383,0.7241,0.8165,43.31
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,25,0.3685,0.6191,0.824,0.7362,0.7171,0.8239,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,26,0.3688,0.6363,0.8272,0.7398,0.7331,0.8201,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,27,0.367,0.6136,0.8273,0.7238,0.7249,0.8078,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,28,0.3642,0.6125,0.8298,0.7304,0.727,0.8152,43.32
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,29,0.3622,0.66,0.83,0.7344,0.7131,0.8179,43.31
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,67,30,0.3637,0.6237,0.8294,0.7234,0.7303,0.8006,43.33
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,1,0.5006,0.5348,0.7551,0.7479,0.7446,0.8212,117.54
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,2,0.4347,0.5817,0.7875,0.745,0.7359,0.818,117.52
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,3,0.4283,0.5321,0.7931,0.7503,0.7588,0.8288,117.53
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,4,0.4119,0.6507,0.8017,0.7251,0.7105,0.8097,117.54
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,5,0.4069,0.532,0.8063,0.749,0.7531,0.8339,117.52
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,6,0.4024,0.5908,0.8113,0.7362,0.7104,0.8309,117.53
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,7,0.3986,0.5252,0.8114,0.7509,0.7506,0.8385,117.53
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,8,0.3897,0.5473,0.8185,0.7565,0.7497,0.8405,117.5
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,9,0.3866,0.5195,0.8187,0.7675,0.777,0.8439,117.51
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,10,0.378,0.4953,0.824,0.7655,0.7627,0.8536,117.52
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,11,0.3679,0.5505,0.8312,0.7665,0.7611,0.8482,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,12,0.3701,0.4968,0.8289,0.7715,0.7678,0.8556,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,13,0.3638,0.4961,0.8296,0.7693,0.7814,0.8626,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,14,0.3654,0.48,0.8305,0.7744,0.7839,0.8656,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,15,0.354,0.4504,0.8381,0.7969,0.811,0.881,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,16,0.3509,0.5188,0.839,0.7748,0.7692,0.8528,117.43
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,17,0.3486,0.6337,0.8419,0.7247,0.6794,0.8306,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,18,0.343,0.5085,0.846,0.7785,0.7835,0.8601,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,19,0.3423,0.5901,0.8456,0.7527,0.7256,0.843,117.42
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,20,0.3364,0.5165,0.8505,0.7809,0.7616,0.8623,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,21,0.3334,0.4792,0.8518,0.796,0.797,0.8697,117.5
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,22,0.334,0.4979,0.8523,0.7862,0.775,0.867,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,23,0.3277,0.5581,0.8545,0.7667,0.7364,0.8582,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,24,0.3281,0.4972,0.8558,0.7912,0.7921,0.8652,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,25,0.3231,0.4962,0.8578,0.7686,0.7764,0.8614,117.43
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,26,0.3235,0.502,0.8598,0.7868,0.7842,0.8635,117.43
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,27,0.3234,0.5867,0.8555,0.7669,0.7389,0.8621,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,28,0.3198,0.5016,0.8588,0.7823,0.7713,0.8668,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,29,0.3196,0.4855,0.8591,0.7876,0.7923,0.8714,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,42,30,0.3193,0.4829,0.8597,0.7907,0.7928,0.868,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,1,0.6166,0.5519,0.6352,0.7402,0.7488,0.8129,117.51
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,2,0.4366,0.5289,0.7912,0.7587,0.7742,0.8247,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,3,0.4142,0.5056,0.8032,0.7692,0.7787,0.8426,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,4,0.4055,0.4893,0.8087,0.7695,0.77,0.8531,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,5,0.3992,0.5312,0.8139,0.7523,0.7412,0.8427,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,6,0.3938,0.5197,0.8154,0.768,0.7698,0.8448,117.5
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,7,0.3829,0.4937,0.8228,0.7787,0.7885,0.8537,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,8,0.376,0.5174,0.8257,0.7561,0.7481,0.8469,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,9,0.3669,0.4917,0.8326,0.7755,0.7935,0.8536,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,10,0.3628,0.4931,0.8347,0.7761,0.7828,0.8575,117.51
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,11,0.3571,0.5513,0.8384,0.7499,0.7402,0.8404,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,12,0.3518,0.4969,0.842,0.7736,0.7703,0.8613,117.5
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,13,0.3477,0.4684,0.8442,0.7785,0.7794,0.8693,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,14,0.3387,0.5477,0.8524,0.7597,0.7432,0.8596,117.51
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,15,0.3431,0.4952,0.8478,0.7796,0.7799,0.8664,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,16,0.3338,0.4975,0.854,0.7683,0.7528,0.8724,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,17,0.3322,0.4704,0.8554,0.7851,0.7746,0.8822,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,18,0.3306,0.4804,0.856,0.7813,0.7837,0.8602,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,19,0.3263,0.4783,0.8556,0.7758,0.768,0.8723,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,20,0.3227,0.4563,0.8603,0.7888,0.7848,0.8775,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,21,0.3181,0.5208,0.8639,0.7768,0.7673,0.8714,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,22,0.3153,0.5209,0.8641,0.7758,0.7565,0.8812,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,23,0.3113,0.4648,0.8674,0.7955,0.7965,0.8821,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,24,0.3139,0.464,0.866,0.788,0.7789,0.8816,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,25,0.3111,0.4684,0.8669,0.7862,0.7789,0.8767,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,26,0.3081,0.4711,0.8684,0.78,0.7753,0.8708,117.5
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,27,0.3055,0.5594,0.872,0.7287,0.706,0.8278,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,28,0.3059,0.4735,0.8696,0.7891,0.7904,0.8788,117.51
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,29,0.2997,0.5224,0.8725,0.7729,0.7546,0.8774,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,15,30,0.3039,0.5804,0.8722,0.7563,0.7153,0.8821,117.5
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,1,0.5556,0.5042,0.7078,0.7644,0.7884,0.833,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,2,0.4323,0.5456,0.7942,0.7461,0.7251,0.8361,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,3,0.418,0.5008,0.8006,0.769,0.7802,0.8448,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,4,0.4121,0.5015,0.8064,0.7703,0.7713,0.8487,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,5,0.4077,0.4878,0.8092,0.7799,0.7833,0.8556,117.45
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,6,0.4068,0.4956,0.8092,0.7732,0.7622,0.8569,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,7,0.3995,0.5066,0.8118,0.7686,0.7748,0.8456,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,8,0.401,0.5182,0.8114,0.7686,0.7602,0.8485,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,9,0.3955,0.4773,0.8179,0.7806,0.7888,0.8586,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,10,0.3913,0.4936,0.8207,0.7808,0.7893,0.8557,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,11,0.3881,0.5275,0.8226,0.7691,0.7646,0.848,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,12,0.386,0.5562,0.8248,0.7606,0.7456,0.8506,117.45
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,13,0.3813,0.5094,0.8283,0.7724,0.7781,0.8495,117.45
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,14,0.3776,0.5187,0.8297,0.7685,0.7751,0.8453,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,15,0.373,0.537,0.8336,0.7647,0.7543,0.8512,117.45
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,16,0.3684,0.5231,0.8353,0.7654,0.7575,0.8528,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,17,0.3656,0.5577,0.8386,0.7606,0.7452,0.8492,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,18,0.3606,0.5219,0.8381,0.7669,0.7639,0.8467,117.47
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,19,0.3549,0.5219,0.843,0.7639,0.7559,0.855,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,20,0.3518,0.5845,0.843,0.7419,0.7118,0.8535,117.46
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,21,0.3445,0.4935,0.8498,0.7753,0.7661,0.8707,117.45
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,22,0.3321,0.4696,0.8569,0.7879,0.7857,0.8775,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,23,0.3303,0.4727,0.8538,0.7886,0.7863,0.8783,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,24,0.3274,0.4618,0.8567,0.7981,0.8004,0.8832,117.5
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,25,0.3227,0.4691,0.8597,0.7947,0.8034,0.8771,117.5
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,26,0.3217,0.4955,0.8598,0.7761,0.7528,0.8831,117.49
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,27,0.3145,0.4726,0.8628,0.7948,0.7911,0.8795,117.45
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,28,0.3135,0.4789,0.8661,0.7773,0.7562,0.8856,117.48
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,29,0.3074,0.4703,0.8677,0.783,0.7702,0.8808,117.45
GCNN_DIHEDRAL_16_Adam_lr0.01_wd0.0,67,30,0.3053,0.4498,0.8684,0.803,0.8116,0.8865,117.44
